lang,id,speaker_id,gender,duration_sec,sample_rate,n_words,n_chars
lin,lin_40650,7QA9IolFYSQn2wQycNPqW3hgzUC3,Female,21.62675,48000,31,172
lin,lin_40634,BFSI6woFRodl1EEm2HUh30z6G0s1,Male,23.06675,48000,33,175
lin,lin_40630,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,19.10675,48000,29,173
lin,lin_23794,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,8.54675,48000,22,118
lin,lin_23717,DarqiyWuApQDBMNCqdm2N7gN8vX2,male,16.17875,48000,15,92
lin,lin_23775,217a3u2t6BMMytJPIXYZWyAHtNE2,Female,15.50675,48000,20,93
lin,lin_23776,IFY5x0PvZMdaqZZRUxa34oJVcR62,Female,15.69875,48000,13,75
lin,lin_23788,1A30jGPQoQcLFzluanP2XEGjKsD3,Male,16.58675,48000,37,177
lin,lin_23745,217a3u2t6BMMytJPIXYZWyAHtNE2,Female,15.93875,48000,27,141
lin,lin_23736,7QA9IolFYSQn2wQycNPqW3hgzUC3,Female,15.33875,48000,4,22
lin,lin_23789,1A30jGPQoQcLFzluanP2XEGjKsD3,Male,15.93875,48000,19,99
lin,lin_23713,VO87bzdtXAQ9znHN7tAq7Yx3Lu92,Male,20.49875,48000,17,103
lin,lin_23780,VO87bzdtXAQ9znHN7tAq7Yx3Lu92,Male,20.66675,48000,27,138
lin,lin_31289,4rz2JZIZrUfKaxu5d9zdgrT2B1v1,Female,1.01075,48000,33,161
lin,lin_31210,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,15.09875,48000,26,135
lin,lin_31202,avuHt9BLfWTvuNwp3dYuRnaatFk2,Female,18.86675,48000,16,107
lin,lin_31233,XsM6resN7dTwkeiy6KJ5FRPLYk42,Male,18.86675,48000,41,191
lin,lin_31229,ywYeqEpSB0fAQFMBPhaa0FAUXJi2,Male,19.77875,48000,35,206
lin,lin_31276,ywYeqEpSB0fAQFMBPhaa0FAUXJi2,Male,20.18675,48000,17,100
lin,lin_31291,BJJZeZLdZkX10jOSnFR1yUy6JVC3,Male,20.61875,48000,14,82
lin,lin_31274,TzNS8bCPohf0LhyZTCq1x12TF9I2,Male,23.37875,48000,56,316
lin,lin_31261,BJJZeZLdZkX10jOSnFR1yUy6JVC3,Male,21.81875,48000,17,97
lin,lin_31284,yXNxvVd3JpOo9OEQMwnq1oYzXp92,Male,25.22675,48000,48,242
lin,lin_31201,BJJZeZLdZkX10jOSnFR1yUy6JVC3,Male,29.01875,48000,34,197
lin,lin_90506,4rz2JZIZrUfKaxu5d9zdgrT2B1v1,Female,1.01075,48000,33,173
lin,lin_90579,SOn9zS6NDwWms7yJuSIjOWQUpvJ2,Female,1.0500226757369615,44100,12,59
lin,lin_90551,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,16.65875,48000,30,178
lin,lin_90539,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,16.46675,48000,30,190
lin,lin_90572,FzdvGMcP1mY2v86Jh5RDAqygN1p1,Female,14.85875,48000,6,33
lin,lin_90549,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,15.38675,48000,21,115
lin,lin_90522,1A30jGPQoQcLFzluanP2XEGjKsD3,Male,15.86675,48000,22,124
lin,lin_90565,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,15.74675,48000,38,194
lin,lin_90554,DarqiyWuApQDBMNCqdm2N7gN8vX2,male,16.77875,48000,33,179
lin,lin_90581,BJJZeZLdZkX10jOSnFR1yUy6JVC3,Male,16.53875,48000,24,146
lin,lin_90511,1A30jGPQoQcLFzluanP2XEGjKsD3,Male,16.82675,48000,24,135
lin,lin_90558,FSVvCTIvsUZdjKNDyGQyxHQgiOq2,Male,15.74675,48000,17,109
lin,lin_90568,VO87bzdtXAQ9znHN7tAq7Yx3Lu92,Male,21.38675,48000,30,161
lin,lin_90535,BJJZeZLdZkX10jOSnFR1yUy6JVC3,Male,21.86675,48000,14,86
lin,lin_90534,BJJZeZLdZkX10jOSnFR1yUy6JVC3,Male,20.13875,48000,27,162
lin,lin_90578,yXNxvVd3JpOo9OEQMwnq1oYzXp92,Male,22.58675,48000,28,150
lin,lin_90556,34jJTV4jITUWLMKvugE1OGTvEVr2,Female,23.97875,48000,54,286
lin,lin_90532,1A30jGPQoQcLFzluanP2XEGjKsD3,Male,26.37875,48000,59,300
lin,lin_90566,BJJZeZLdZkX10jOSnFR1yUy6JVC3,Male,25.17875,48000,45,216
lin,lin_90548,9J0Xo69bgkhk1s5SeLdLH9UQQC22,Male,28.89875,48000,34,203
lin,lin_27753,4rz2JZIZrUfKaxu5d9zdgrT2B1v1,Female,1.01075,48000,26,139
lin,lin_27706,WbYquUom8beX8nlTXQRtJAdCIDz2,Female,1.01075,48000,11,69
lin,lin_27783,4rz2JZIZrUfKaxu5d9zdgrT2B1v1,Female,1.01075,48000,25,131
lin,lin_27708,S4RKuQBSBtUaUz9d3SxD8HkOIep2,Female,14.97875,48000,24,143
lin,lin_27702,S4RKuQBSBtUaUz9d3SxD8HkOIep2,Female,15.14675,48000,20,102
lin,lin_27726,1A30jGPQoQcLFzluanP2XEGjKsD3,Male,17.06675,48000,23,118
lin,lin_27767,7QA9IolFYSQn2wQycNPqW3hgzUC3,Female,15.38675,48000,6,37
lin,lin_27724,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,15.74675,48000,40,214
lin,lin_27729,9J0Xo69bgkhk1s5SeLdLH9UQQC22,Male,17.25875,48000,18,109
lin,lin_27757,217a3u2t6BMMytJPIXYZWyAHtNE2,Female,15.14675,48000,24,125
lin,lin_27792,1A30jGPQoQcLFzluanP2XEGjKsD3,Male,15.81875,48000,18,97
lin,lin_27779,217a3u2t6BMMytJPIXYZWyAHtNE2,Female,17.01875,48000,30,157
lin,lin_27761,JqRutZbEUEMMviepZxaaDNGMNM82,Female,17.37875,48000,21,124
lin,lin_27722,FzdvGMcP1mY2v86Jh5RDAqygN1p1,Female,18.69875,48000,24,140
lin,lin_27704,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,18.81875,48000,46,252
lin,lin_27760,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,19.58675,48000,32,184
lin,lin_27791,QRazkXw5ySfg273MJhULVLYA1wm1,Male,19.70675,48000,25,145
lin,lin_27705,FzdvGMcP1mY2v86Jh5RDAqygN1p1,Female,26.06675,48000,31,174
lin,lin_98194,4rz2JZIZrUfKaxu5d9zdgrT2B1v1,Female,1.01075,48000,25,149
lin,lin_98190,6SjD3RiMIMPXPwDbtbzyS3YdNuP2,Female,1.01075,48000,7,34
lin,lin_98102,S4RKuQBSBtUaUz9d3SxD8HkOIep2,Female,15.21875,48000,22,130
lin,lin_98139,7QA9IolFYSQn2wQycNPqW3hgzUC3,Female,15.33875,48000,22,145
lin,lin_98167,S4RKuQBSBtUaUz9d3SxD8HkOIep2,Female,15.02675,48000,21,108
lin,lin_98121,IFY5x0PvZMdaqZZRUxa34oJVcR62,Female,15.57875,48000,11,53
lin,lin_98181,IFY5x0PvZMdaqZZRUxa34oJVcR62,Female,15.57875,48000,4,19
lin,lin_98178,aBjQ2BKMCoUIeOIwENeRTCdC5vB2,Male,17.18675,48000,17,86
lin,lin_98170,217a3u2t6BMMytJPIXYZWyAHtNE2,Female,16.58675,48000,12,76
lin,lin_98138,ywYeqEpSB0fAQFMBPhaa0FAUXJi2,Male,18.26675,48000,24,131
lin,lin_98123,yXNxvVd3JpOo9OEQMwnq1oYzXp92,Male,20.73875,48000,38,186
lin,lin_98199,XsM6resN7dTwkeiy6KJ5FRPLYk42,Male,17.06675,48000,24,132
lin,lin_98156,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,20.54675,48000,46,258
lin,lin_98149,pZ31aJ99C7ffYq9JvakJARMO4jo2,male,21.57875,48000,11,75
lin,lin_98116,34jJTV4jITUWLMKvugE1OGTvEVr2,Female,28.46675,48000,52,273
lin,lin_98141,IFY5x0PvZMdaqZZRUxa34oJVcR62,Female,27.69875,48000,41,213
lin,lin_31521,1A30jGPQoQcLFzluanP2XEGjKsD3,Male,15.57875,48000,8,42
lin,lin_31526,IFY5x0PvZMdaqZZRUxa34oJVcR62,Female,15.45875,48000,12,71
lin,lin_31528,Oms5GeECfpT8vmyhTqy2O6EEwOI2,Female,15.38675,48000,6,30
lin,lin_31502,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,15.69875,48000,39,194
lin,lin_31516,IFY5x0PvZMdaqZZRUxa34oJVcR62,Female,15.81875,48000,18,96
lin,lin_31560,2vowXAOWTcQLzBOaSpQVwoccG9k1,Male,15.74675,48000,16,84
lin,lin_31574,FSVvCTIvsUZdjKNDyGQyxHQgiOq2,Male,15.26675,48000,6,44
lin,lin_31559,VO87bzdtXAQ9znHN7tAq7Yx3Lu92,Male,17.97875,48000,22,119
lin,lin_31568,ywYeqEpSB0fAQFMBPhaa0FAUXJi2,Male,16.94675,48000,28,159
lin,lin_31532,IzzcBr7KDMWalIsY2GdsJorp39Y2,Female,17.49875,48000,27,135
lin,lin_31520,XsM6resN7dTwkeiy6KJ5FRPLYk42,Male,19.10675,48000,37,175
lin,lin_31551,DarqiyWuApQDBMNCqdm2N7gN8vX2,male,20.18675,48000,42,225
lin,lin_31505,S4RKuQBSBtUaUz9d3SxD8HkOIep2,Female,22.17875,48000,30,183
lin,lin_31537,EPhghNjL1gaiKvKZzW194fzLXnB2,Male,24.69875,48000,14,74
lin,lin_31506,BFSI6woFRodl1EEm2HUh30z6G0s1,Male,34.29875,48000,51,239
lin,lin_68621,ywYeqEpSB0fAQFMBPhaa0FAUXJi2,Male,17.85875,48000,20,105
lin,lin_68662,S4RKuQBSBtUaUz9d3SxD8HkOIep2,Female,17.01875,48000,29,163
lin,lin_68685,XsM6resN7dTwkeiy6KJ5FRPLYk42,Male,15.62675,48000,26,143
lin,lin_68672,IFY5x0PvZMdaqZZRUxa34oJVcR62,Female,16.58675,48000,31,148
lin,lin_68625,XsM6resN7dTwkeiy6KJ5FRPLYk42,Male,18.21875,48000,30,162
lin,lin_68600,34jJTV4jITUWLMKvugE1OGTvEVr2,Female,19.82675,48000,24,133
lin,lin_68668,avuHt9BLfWTvuNwp3dYuRnaatFk2,Female,19.41875,48000,20,102
lin,lin_68658,JqRutZbEUEMMviepZxaaDNGMNM82,Female,20.61875,48000,31,178
lin,lin_68654,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,23.85875,48000,59,318
lin,lin_68646,QRazkXw5ySfg273MJhULVLYA1wm1,Male,23.97875,48000,32,177
lin,lin_68641,217a3u2t6BMMytJPIXYZWyAHtNE2,Female,24.81875,48000,30,194
lin,lin_68678,217a3u2t6BMMytJPIXYZWyAHtNE2,Female,28.22675,48000,38,209
lin,lin_68617,BJJZeZLdZkX10jOSnFR1yUy6JVC3,Male,32.85875,48000,56,317
lin,lin_70224,4rz2JZIZrUfKaxu5d9zdgrT2B1v1,Female,1.01075,48000,18,118
lin,lin_70262,4rz2JZIZrUfKaxu5d9zdgrT2B1v1,Female,1.01075,48000,13,75
lin,lin_70270,4rz2JZIZrUfKaxu5d9zdgrT2B1v1,Female,1.01075,48000,16,87
lin,lin_70263,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,14.97875,48000,27,160
lin,lin_70298,7QA9IolFYSQn2wQycNPqW3hgzUC3,Female,14.61875,48000,10,55
lin,lin_70211,1A30jGPQoQcLFzluanP2XEGjKsD3,Male,15.62675,48000,26,157
lin,lin_70275,IFY5x0PvZMdaqZZRUxa34oJVcR62,Female,15.21875,48000,19,99
lin,lin_70245,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,16.65875,48000,34,188
lin,lin_70230,34jJTV4jITUWLMKvugE1OGTvEVr2,Female,16.34675,48000,29,156
lin,lin_70216,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,17.37875,48000,33,176
lin,lin_70285,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,16.05875,48000,28,162
lin,lin_70293,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,15.50675,48000,31,146
lin,lin_70280,9J0Xo69bgkhk1s5SeLdLH9UQQC22,Male,17.49875,48000,20,118
lin,lin_70297,2OmR5Y0KJbWRWHPHJyfQuSfM34I3,Female,18.02675,48000,36,187
lin,lin_70286,1A30jGPQoQcLFzluanP2XEGjKsD3,Male,19.46675,48000,39,190
lin,lin_70232,96Bs7DdStfc7RF78O26y4EvOLMy2,Female,19.05875,48000,27,168
lin,lin_70225,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,20.06675,48000,37,191
lin,lin_70282,TzNS8bCPohf0LhyZTCq1x12TF9I2,Male,26.61875,48000,55,272
lin,lin_36834,FzdvGMcP1mY2v86Jh5RDAqygN1p1,Female,15.02675,48000,22,120
lin,lin_36821,JqRutZbEUEMMviepZxaaDNGMNM82,Female,15.38675,48000,22,133
lin,lin_36829,Oms5GeECfpT8vmyhTqy2O6EEwOI2,Female,15.33875,48000,13,67
lin,lin_36805,1A30jGPQoQcLFzluanP2XEGjKsD3,Male,16.77875,48000,26,127
lin,lin_36853,OWDZrFDhl8g2R3lZ7encCuWVrFz1,Female,15.38675,48000,35,188
sna,sna_19487,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,15.81875,48000,16,141
sna,sna_19458,W6GzwAxpxecKOqKdTABMainkNhQ2,Male,16.34675,48000,11,91
sna,sna_19442,akPZ3sZLNmWepmQ73pcfOBhbAXC3,female,19.53875,48000,18,162
sna,sna_19431,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,19.99475,48000,16,132
sna,sna_19418,vXEDg10Xu4MxNaneKbHNogUoAkG2,Male,22.17875,48000,18,145
sna,sna_19464,CHczhd1C0ZTwDtmpNuZVyEIfqU53,Female,24.81875,48000,23,189
sna,sna_19499,KeZGlSe8KMNMWnnC3l3QPsPAOUH2,Female,21.89075,48000,32,226
sna,sna_19473,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,25.27475,48000,21,165
sna,sna_19478,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,27.09875,48000,45,375
sna,sna_68608,4HdcZXLtmjhpO6zY9qLnLNCs7OJ2,Female,15.69875,48000,27,181
sna,sna_68632,FjWt9cvjUvSd8Gn5y0FTqctULdg2,Male,15.98675,48000,11,114
sna,sna_68625,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,16.29875,48000,20,166
sna,sna_68646,CtZCmGBDOjYnqksPXa5d3Gl7z9i1,Male,16.70675,48000,11,94
sna,sna_68609,0B0oxTbCrKeSD3CojZrSlAt7Je93,Female,17.61875,48000,26,228
sna,sna_68637,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,16.70675,48000,25,211
sna,sna_68691,YbvzAao3AMeJQvwkBlwZVItOsn92,Male,16.34675,48000,14,113
sna,sna_68664,O1bXJt6tFoh5LXu40Cy8sWGHPxz1,Male,19.94675,48000,24,192
sna,sna_68629,Br0zHa3NtAgKAmG8ATRWsvsqFiw1,Female,20.01875,48000,21,208
sna,sna_68640,2Q9Qx8uHQ5VAkWNdgqd7mVEeE2u1,Male,20.13875,48000,36,308
sna,sna_68684,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,19.82675,48000,31,247
sna,sna_68626,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,20.54675,48000,28,234
sna,sna_68669,6yMVEvNaWJXi2UbPLujF6C4uGVJ3,Female,19.65875,48000,22,174
sna,sna_68657,CUBWhUHYrpdoA4u6bodqHGer0my1,Female,20.01875,48000,17,146
sna,sna_68693,W3obc3eoZYUAB22hEBxO3qso9352,Female,21.09875,48000,23,212
sna,sna_68688,MPNJZS5hwXVNawQTpd9Sq8qBGfy2,Male,23.85875,48000,18,142
sna,sna_68699,3G2FJSUtrURBAEzZnL5t4lREAXF2,Female,26.54675,48000,28,235
sna,sna_68681,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,30.69875,48000,45,342
sna,sna_60964,DS6hxJnyXlYI6P8AJQ3wE6UAOx22,Female,1.01075,48000,28,257
sna,sna_60940,0B0oxTbCrKeSD3CojZrSlAt7Je93,Female,15.93875,48000,21,164
sna,sna_60958,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,17.42675,48000,28,208
sna,sna_60971,O1bXJt6tFoh5LXu40Cy8sWGHPxz1,Male,16.46675,48000,19,152
sna,sna_60910,VhbTVNcBgoU9GMXQK1BgpkkmfCH2,Female,15.81875,48000,10,83
sna,sna_60916,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,19.05875,48000,25,197
sna,sna_60948,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,18.33875,48000,27,214
sna,sna_60936,CtZCmGBDOjYnqksPXa5d3Gl7z9i1,Male,18.09875,48000,17,125
sna,sna_60937,13lBLON54icGjb0Hgg2OhJ5AgxJ2,Male,17.73875,48000,13,108
sna,sna_60913,FjWt9cvjUvSd8Gn5y0FTqctULdg2,Male,18.38675,48000,13,109
sna,sna_60976,1yd7uFLdjbT2eBY27VHfDErBk992,Female,21.14675,48000,17,155
sna,sna_60962,0B0oxTbCrKeSD3CojZrSlAt7Je93,Female,19.70675,48000,27,216
sna,sna_60943,13lBLON54icGjb0Hgg2OhJ5AgxJ2,Male,20.54675,48000,19,150
sna,sna_60954,CZQ37aLaUZfNpliatFqfC42MBUC3,Female,20.49875,48000,20,174
sna,sna_60927,vXEDg10Xu4MxNaneKbHNogUoAkG2,Male,23.37875,48000,19,139
sna,sna_60938,BZX9mSdmcoZiTmaYJMaMNcBUljR2,Female,23.61875,48000,24,199
sna,sna_60995,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,22.41875,48000,32,252
sna,sna_60987,CUBWhUHYrpdoA4u6bodqHGer0my1,Female,24.09875,48000,20,152
sna,sna_60924,6yMVEvNaWJXi2UbPLujF6C4uGVJ3,Female,29.78675,48000,39,289
sna,sna_43510,A6o8btd1cNQM39nPwzCrT22gBRY2,Male,15.57875,48000,11,82
sna,sna_43519,VhbTVNcBgoU9GMXQK1BgpkkmfCH2,Female,15.98675,48000,12,115
sna,sna_43543,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,16.82675,48000,22,186
sna,sna_43542,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,18.33875,48000,26,226
sna,sna_43527,1hsZ9plACwbUjolprhO9KPopzji2,Female,17.61875,48000,23,197
sna,sna_43549,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,20.30675,48000,20,195
sna,sna_43559,CZQ37aLaUZfNpliatFqfC42MBUC3,Female,21.98675,48000,18,165
sna,sna_43521,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,22.58675,48000,26,192
sna,sna_43507,CZQ37aLaUZfNpliatFqfC42MBUC3,Female,26.18675,48000,32,254
sna,sna_43540,W3obc3eoZYUAB22hEBxO3qso9352,Female,31.10675,48000,40,310
sna,sna_43524,dJbZPsh9kjQGwQ2fnlpHuNIeOfO2,female,33.74675,48000,40,311
sna,sna_52910,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,16.53875,48000,23,198
sna,sna_52961,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,16.58675,48000,22,167
sna,sna_52962,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,16.34675,48000,16,137
sna,sna_52914,4HdcZXLtmjhpO6zY9qLnLNCs7OJ2,Female,16.68275,48000,25,226
sna,sna_52978,CUBWhUHYrpdoA4u6bodqHGer0my1,Female,17.06675,48000,12,108
sna,sna_52956,DOToxzuX5sOrpgBfaHxwVNzE7la2,Female,18.86675,48000,22,200
sna,sna_52990,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,18.60275,48000,16,137
sna,sna_52996,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,18.91475,48000,14,124
sna,sna_52953,13lBLON54icGjb0Hgg2OhJ5AgxJ2,Male,22.65875,48000,22,186
sna,sna_52965,CtZCmGBDOjYnqksPXa5d3Gl7z9i1,Male,25.22675,48000,21,155
sna,sna_52998,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,26.37875,48000,27,215
sna,sna_52948,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,29.25875,48000,33,304
sna,sna_52980,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,29.97875,48000,39,320
sna,sna_52976,VaQf47xFJZVasrczw7fFTzcR89F3,Male,31.94675,48000,33,292
sna,sna_23105,1hsZ9plACwbUjolprhO9KPopzji2,Female,17.42675,48000,28,252
sna,sna_23126,4HdcZXLtmjhpO6zY9qLnLNCs7OJ2,Female,17.85875,48000,23,196
sna,sna_23166,3TJZHIth5tY646wZREH7LVRhqhD2,Female,17.37875,48000,18,141
sna,sna_23137,KeZGlSe8KMNMWnnC3l3QPsPAOUH2,Female,17.85875,48000,18,154
sna,sna_23118,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,19.53875,48000,29,233
sna,sna_23110,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,20.61875,48000,33,237
sna,sna_23100,13lBLON54icGjb0Hgg2OhJ5AgxJ2,Male,20.85875,48000,20,179
sna,sna_23119,0V0O30nOtCOPDLoWZ1pSZpoGvYp1,Male,23.61875,48000,18,214
sna,sna_23199,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,21.98675,48000,33,270
sna,sna_23121,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,24.93875,48000,33,276
sna,sna_23182,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,27.21875,48000,23,198
sna,sna_23147,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,28.29875,48000,34,311
sna,sna_23158,3G2FJSUtrURBAEzZnL5t4lREAXF2,Female,32.78675,48000,38,323
sna,sna_90454,Ss9GBR97MCUXMMi0ibM4EcwQpGH2,Female,14.85875,48000,8,70
sna,sna_90402,Ss9GBR97MCUXMMi0ibM4EcwQpGH2,Female,17.42675,48000,15,134
sna,sna_90404,CUBWhUHYrpdoA4u6bodqHGer0my1,Female,18.86675,48000,14,100
sna,sna_90451,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,16.20275,48000,15,102
sna,sna_90470,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,18.21875,48000,20,161
sna,sna_90437,fOCzY1CDIsMKq21MsHuUaZVwFbo2,Female,17.85875,48000,21,171
sna,sna_90459,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,17.66675,48000,16,130
sna,sna_90465,MRTL0yRE9JYPru6liwSsoRCMIiD3,Male,18.45875,48000,21,168
sna,sna_90497,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,18.33875,48000,20,198
sna,sna_90453,KeZGlSe8KMNMWnnC3l3QPsPAOUH2,Female,19.37075,48000,27,190
sna,sna_90434,q7CSRCHvTrOuNdrAnuBLhdSnT9I2,Female,21.57875,48000,17,151
sna,sna_90481,CUBWhUHYrpdoA4u6bodqHGer0my1,Female,20.18675,48000,19,148
sna,sna_90499,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,19.89875,48000,22,189
sna,sna_90442,f4LbqfoJ6HXJeYxnuIrfZlP7qaM2,Female,22.29875,48000,16,152
sna,sna_90422,MRTL0yRE9JYPru6liwSsoRCMIiD3,Male,24.57875,48000,21,176
sna,sna_90428,CHczhd1C0ZTwDtmpNuZVyEIfqU53,Female,24.38675,48000,25,206
sna,sna_90432,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,22.92275,48000,18,147
sna,sna_90479,CUBWhUHYrpdoA4u6bodqHGer0my1,Female,22.58675,48000,20,156
sna,sna_90427,x78Xo9rvJUaWam0JDzmvkIufFHp1,Female,26.25875,48000,30,280
sna,sna_90487,Mg2nsqbQ5IR7buwlHrHBQqyf4iZ2,Female,26.90675,48000,37,308
sna,sna_90407,fOCzY1CDIsMKq21MsHuUaZVwFbo2,Female,32.37875,48000,34,290
sna,sna_51513,DS6hxJnyXlYI6P8AJQ3wE6UAOx22,Female,1.01075,48000,19,173
sna,sna_51548,DS6hxJnyXlYI6P8AJQ3wE6UAOx22,Female,1.01075,48000,21,165
sna,sna_51599,Br0zHa3NtAgKAmG8ATRWsvsqFiw1,Female,10.65875,48000,15,135
sna,sna_51568,YbvzAao3AMeJQvwkBlwZVItOsn92,Male,15.69875,48000,14,130
sna,sna_51589,3dC5zFovevQRAM13QFAr6tzhKuo1,Female,15.38675,48000,10,75
sna,sna_51533,CUBWhUHYrpdoA4u6bodqHGer0my1,Female,17.25875,48000,13,92
sna,sna_51511,0B0oxTbCrKeSD3CojZrSlAt7Je93,Female,18.14675,48000,20,156
sna,sna_51528,4HdcZXLtmjhpO6zY9qLnLNCs7OJ2,Female,17.28275,48000,24,213
sna,sna_51588,4HdcZXLtmjhpO6zY9qLnLNCs7OJ2,Female,15.55475,48000,25,213
sna,sna_51572,f4LbqfoJ6HXJeYxnuIrfZlP7qaM2,Female,18.02675,48000,15,136
sna,sna_51509,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,19.53875,48000,29,225
sna,sna_51576,6yMVEvNaWJXi2UbPLujF6C4uGVJ3,Female,17.13875,48000,20,148
sna,sna_51567,f4LbqfoJ6HXJeYxnuIrfZlP7qaM2,Female,18.02675,48000,16,130
sna,sna_51501,bDnL0UJDvBbHqCsI7LkYLGMinXE3,Female,20.49875,48000,18,158
sna,sna_51503,CtZCmGBDOjYnqksPXa5d3Gl7z9i1,Male,21.09875,48000,20,151
sna,sna_51581,0B0oxTbCrKeSD3CojZrSlAt7Je93,Female,21.74675,48000,31,243
sna,sna_51552,KeZGlSe8KMNMWnnC3l3QPsPAOUH2,Female,20.78675,48000,27,229
sna,sna_51596,CZQ37aLaUZfNpliatFqfC42MBUC3,Female,19.70675,48000,19,137
sna,sna_51512,f4LbqfoJ6HXJeYxnuIrfZlP7qaM2,Female,23.37875,48000,24,168
sna,sna_51579,0V0O30nOtCOPDLoWZ1pSZpoGvYp1,Male,22.77875,48000,27,222
sna,sna_51587,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,20.85875,48000,23,195
sna,sna_51542,f4LbqfoJ6HXJeYxnuIrfZlP7qaM2,Female,25.10675,48000,27,217
sna,sna_51516,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,29.06675,48000,40,311
sna,sna_51559,W3obc3eoZYUAB22hEBxO3qso9352,Female,25.22675,48000,30,238
sna,sna_41219,0V0O30nOtCOPDLoWZ1pSZpoGvYp1,Male,15.69875,48000,26,219
sna,sna_41230,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,17.49875,48000,25,198
sna,sna_41272,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,16.41875,48000,19,156
sna,sna_41235,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,17.90675,48000,31,234
sna,sna_41260,0B0oxTbCrKeSD3CojZrSlAt7Je93,Female,17.01875,48000,21,177
sna,sna_41263,Mg2nsqbQ5IR7buwlHrHBQqyf4iZ2,Female,18.86675,48000,24,202
sna,sna_41286,4HdcZXLtmjhpO6zY9qLnLNCs7OJ2,Female,19.08275,48000,33,281
sna,sna_41252,f4LbqfoJ6HXJeYxnuIrfZlP7qaM2,Female,18.81875,48000,17,146
sna,sna_41233,f4LbqfoJ6HXJeYxnuIrfZlP7qaM2,Female,22.17875,48000,20,173
sna,sna_41287,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,21.09875,48000,26,194
sna,sna_41288,ugCjWk8fNAVo0yz8V6uTwTqBrFk1,Male,21.62675,48000,14,104
sna,sna_41254,9YsbXfx0ppQJk9wKB9iinCzo42e2,Female,23.04275,48000,16,128
sna,sna_41283,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,24.14675,48000,25,196
